#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.kgXref.mRNA	mm10.kgXref.geneSymbol
uc009ocp.1	chr9	+	7464140	7476869	NM_032006	Mmp1a
uc009ocq.2	chr9	+	7502341	7510242	NM_019471	Mmp10
uc009ocr.2	chr9	+	7558428	7568486	NM_008611	Mmp8
uc009ocu.1	chr9	+	7628230	7674968	NM_013903	Mmp20
uc009ocv.2	chr9	+	7692089	7699585	NM_010810	Mmp7
uc009ocx.2	chr9	+	7764076	7794332	NM_133739	Tmem123
uc057ccx.1	chr9	-	7818225	7837057	NM_007465	Birc2
uc009odb.2	chr9	-	7848700	7873170	NM_007464	Birc3
uc009odc.1	chr9	-	7854366	7873127	AK162108	Birc3
uc009odd.2	chr9	-	7857173	7873170	BC011338	Birc3
uc009odf.2	chr9	-	7932000	8004596	NM_001171147	Yap1
uc009ode.2	chr9	-	7932000	8004596	NM_009534	Yap1
uc009odg.2	chr9	-	7996907	8004596	AK157234	Yap1
uc009odh.1	chr9	-	8021671	8042823	NM_199017	9230110C19Rik
uc009odj.1	chr9	-	8076632	8134294	NM_001045524	Cep126
uc012gnw.1	chr9	+	8221888	8241987	NR_033618	1700128F08Rik
uc012gnx.1	chr9	+	8246785	8246881	NR_035437	Mir1899
uc009odl.1	chr9	+	8544141	8680741	NM_013838	Trpc6
uc009odn.1	chr9	+	8899832	8948607	AK142629	Pgr
uc009odo.1	chr9	+	8899832	8968611	NM_008829	Pgr
uc012gnz.1	chr9	-	8994952	9239013	NM_027823	Arhgap42
uc009odp.2	chr9	-	9011237	9239013	AK082857	Arhgap42
uc012goa.1	chr9	-	9660890	10904775	NM_001170787	Cntn5
uc009odr.2	chr9	-	9660890	10904775	NM_001033359	Cntn5
uc009odt.1	chr9	-	13091266	13105855	NR_040755	4930568E12Rik
uc012hdj.1	chr9	-	13242789	13245741	NM_001033181	Jrkl
uc009shp.1	chr9	+	13246978	13255096	AK141751	Ccdc82
uc009shq.1	chr9	+	13246978	13255096	AK009786	Ccdc82
uc009shr.1	chr9	+	13246978	13292353	NM_025534	Ccdc82
uc009shs.1	chr9	+	13246978	13292353	BC098496	Ccdc82
uc009sht.1	chr9	+	13246978	13292353	BC040405	Ccdc82
uc009odu.2	chr9	+	13431360	13432740	NR_028271	Phxr4
uc009odw.2	chr9	+	13619988	13709533	NM_001013813	Maml2
uc012gob.1	chr9	+	13662459	13709533	NM_173776	Maml2
uc009odz.2	chr9	+	13749180	13806481	NR_024025	Mtmr2
uc012god.1	chr9	+	13749180	13806481	NM_023858	Mtmr2
uc012goe.1	chr9	+	13795957	13806481	BC027013	Mtmr2
uc009oeb.3	chr9	-	13807782	13818665	AK014862	Cep57
uc012gof.2	chr9	-	13807782	13818686	BC050785	Cep57
uc009oed.3	chr9	-	13807782	13827053	NR_037622	Cep57
uc009oee.3	chr9	-	13807782	13827107	NM_026665	Cep57
uc009oef.1	chr9	+	13827726	13846522	NM_176836	Fam76b
uc009oeg.1	chr9	+	13827726	13846522	BC050870	Fam76b
uc009oej.1	chr9	+	14276300	14326134	NM_030261	Sesn3
uc009oel.2	chr9	-	14353989	14381242	NM_028013	Endod1
uc009oem.2	chr9	-	14353989	14381507	AK142446	Endod1
uc009oen.1	chr9	-	14462580	14500482	NM_173433	Kdm4d
uc012goh.1	chr9	-	14462580	14500482	AK155227	Kdm4d
uc033jis.1	chr9	-	14463027	14464560	CCDS22822	Kdm4d
uc009oeo.1	chr9	+	14500618	14510620	NM_023153	Cwc15
uc009oep.1	chr9	-	14541966	14615000	NM_001081395	Amotl1
uc009oeq.1	chr9	-	14541966	14643529	AK016526	Amotl1
uc009oet.1	chr9	-	14702357	14718473	AK143022	Piwil4
uc009oeu.1	chr9	-	14702357	14740733	NM_177905	Piwil4
uc009oev.1	chr9	-	14702357	14740733	AB258534	Piwil4
uc009oew.1	chr9	-	14748458	14752122	NM_010242	Fut4
uc009oex.1	chr9	-	14756592	14771030	AK005890	1700012B09Rik
uc009oey.2	chr9	-	14758193	14771030	NM_029306	1700012B09Rik
uc009ofa.1	chr9	-	14780197	14782962	NM_019683	Ankrd49
uc009ofb.1	chr9	-	14780197	14784561	AK132850	Ankrd49
uc009ofc.2	chr9	+	14784653	14837126	NM_018736	Mre11a
uc009off.2	chr9	+	14860209	14870789	NM_010287	Gpr83
uc009ofg.2	chr9	-	14885813	14903951	NM_176807	Izumo1r
uc009ofh.2	chr9	-	14900022	14903951	NM_022888	Izumo1r
uc012gom.1	chr9	-	14900355	14902523	EU326438	Izumo1r
uc009ofi.1	chr9	-	15005784	15045478	NM_019482	Panx1
uc009ofj.2	chr9	-	15051840	15112108	NM_001164797	Hephl1
uc009ofk.1	chr9	+	15239044	15259413	NM_026955	Vstm5
uc009ofl.1	chr9	-	15260350	15279867	NM_144933	Med17
uc009ofm.2	chr9	-	15283336	15301607	NM_133732	4931406C07Rik
uc009ofn.2	chr9	-	15283336	15306167	NM_001199485	4931406C07Rik
uc012gop.1	chr9	-	15283336	15306167	AK016432	4931406C07Rik
uc009ofo.2	chr9	-	15283336	15306448	NM_001199484	4931406C07Rik
uc009ofp.2	chr9	+	15306213	15312104	NM_029248	Taf1d
uc009ofq.2	chr9	+	15306213	15314032	NM_027261	Taf1d
uc009ofr.2	chr9	+	15306213	15316997	NR_028401	Taf1d
uc009ofs.2	chr9	+	15307727	15316997	AK020036	Taf1d
uc009ofv.2	chr9	-	15316913	15341094	AK220270	Cep295
uc009ofu.2	chr9	-	15316913	15357788	NM_176976	Cep295
uc009ofw.3	chr9	-	15317183	15335305	BC085189	Cep295
uc009ofy.2	chr9	-	15321199	15335305	AK032664	Cep295
uc012goq.1	chr9	-	15326288	15326330	NR_028568	Scarna9
uc009ogc.1	chr9	+	15505494	15545259	NM_133214	Smco4
uc033jiv.1	chr9	+	15544619	15544799	CCDS22838	Smco4
uc033jiw.1	chr9	-	15559863	15626727	KC211186	Ccdc67
uc009ogd.1	chr9	-	15559863	15627933	NM_181816	Ccdc67
uc009oge.1	chr9	-	15584176	15627933	AK030153	Ccdc67
uc009ogf.1	chr9	+	15619856	15641220	NR_040746	4930540M03Rik
uc009ogg.1	chr9	+	15709768	15738789	NM_172289	Slc36a4
uc009ogi.2	chr9	-	15862376	15874556	NM_145712	Mtnr1b
uc009ogj.1	chr9	-	15910192	16378231	NM_001080814	Fat3
uc009ogm.1	chr9	+	18292266	18314000	NM_025844	Chordc1
uc009ogn.1	chr9	-	18323020	18385923	NM_028279	Naalad2
uc009ogo.1	chr9	-	18323020	18386036	AK133611	Naalad2
uc009ogp.1	chr9	-	18323020	18397538	AK161457	Naalad2
uc009ogq.1	chr9	+	18404417	18411502	NM_001033793	Ubtfl1
uc033jix.1	chr9	+	18409177	18410362	CCDS40540	Ubtfl1
uc009ogr.2	chr9	+	18430614	18446316	NM_144934	Mbd3l2
uc012gor.1	chr9	-	18454053	18473559	NM_028935	Zfp558
uc009ogu.1	chr9	+	18478394	18485292	NM_028557	Mbd3l1
uc033jiz.1	chr9	+	18484580	18485141	CCDS22845	Mbd3l1
uc009ogw.1	chr9	-	18754691	18755633	NM_146606	Olfr24
uc009ogx.1	chr9	-	18815353	18816292	NM_146605	Olfr828
uc009ogy.1	chr9	+	18856626	18857592	NM_147067	Olfr829
uc009ogz.1	chr9	+	18875328	18876276	NM_146566	Olfr830
uc009oha.1	chr9	+	18944649	18945588	NM_001011824	Olfr832
uc009ohb.1	chr9	+	18987989	18988928	NM_001011823	Olfr834
uc009ohc.1	chr9	+	19035124	19036060	NM_001012266	Olfr835
uc009ohd.2	chr9	+	19120956	19121911	NM_146564	Olfr836
uc009ohe.2	chr9	+	19136927	19137967	NM_146565	Olfr837
uc009ohf.2	chr9	-	19248356	19249463	NM_146567	Olfr843
uc009ohg.2	chr9	+	19338458	19339400	NM_207145	Olfr845
uc009ohh.2	chr9	-	19360414	19361356	NM_146282	Olfr846
uc009ohi.1	chr9	-	19374940	19375879	NM_146525	Olfr847
uc009ohj.1	chr9	+	19440914	19441853	NM_146527	Olfr849
uc009ohk.1	chr9	-	19477300	19478248	NM_146523	Olfr850
uc009ohl.1	chr9	+	19496749	19497688	NM_146905	Olfr851
uc009ohm.1	chr9	-	19537010	19537928	NM_146906	Olfr853
uc009ohn.1	chr9	-	19566434	19567382	NM_146522	Olfr854
uc009oho.2	chr9	+	19584510	19585502	NM_146524	Olfr855
uc009ohp.2	chr9	+	19622090	19649731	NM_172918	Zfp317
uc012gos.1	chr9	+	19622090	19649731	AK045365	Zfp317
uc009ohr.1	chr9	+	19622303	19649731	AK030030	Zfp317
uc012got.1	chr9	-	19657038	19658680	NR_033621	Olfr856-ps1
uc009oht.1	chr9	+	19712828	19713758	NM_001012265	Olfr857
uc009ohu.1	chr9	+	19780282	19784064	NM_011001	Olfr58
uc009ohv.1	chr9	+	19808319	19809249	NM_146526	Olfr859
uc009ohw.2	chr9	-	19845622	19849747	NM_146528	Olfr860
uc033jja.1	chr9	-	19845663	19846617	CCDS22865	Olfr860
uc009ohx.1	chr9	-	19883382	19884303	NM_146562	Olfr862
uc009ohy.1	chr9	+	19917228	19922510	NM_146339	Olfr77
uc033jjb.1	chr9	+	19920210	19921149	CCDS22867	Olfr77
uc009ohz.2	chr9	-	20026958	20028035	NM_146558	Olfr866
uc009oia.1	chr9	-	20054465	20055461	NM_001011748	Olfr867
uc009oib.2	chr9	+	20098625	20101690	NM_146559	Olfr868
uc009oic.2	chr9	+	20129119	20138089	NM_146557	Olfr869
uc009oid.1	chr9	-	20170633	20171569	NM_146904	Olfr870
uc009oie.2	chr9	+	20212206	20213353	NM_146903	Olfr871
uc009oif.2	chr9	+	20237161	20260913	NM_146560	Olfr872
uc009oig.2	chr9	+	20282350	20286648	NM_146825	Olfr39
uc009oih.1	chr9	+	20300210	20301170	NM_146561	Olfr873
uc009oii.1	chr9	-	20313891	20336094	NM_146563	Olfr18
uc009oij.1	chr9	-	20345135	20385158	NM_001004190	Zfp560
uc009oim.2	chr9	-	20428317	20460160	NM_011753	Zfp26
uc009oiq.2	chr9	-	20468548	20492746	NM_001110309	Zfp426
uc009oir.1	chr9	-	20468548	20492746	NM_146221	Zfp426
uc009oip.2	chr9	-	20468548	20492746	AK036912	Zfp426
uc009ois.1	chr9	-	20468548	20492746	AK220563	Zfp426
uc009oiv.2	chr9	-	20495068	20521419	NM_001082485	Zfp266
uc009oiu.2	chr9	-	20495068	20521419	NM_001135019	Zfp266
uc009oiw.1	chr9	+	20581327	20595193	NM_172919	Zfp846
uc009oix.1	chr9	+	20581327	20595193	AK033687	Zfp846
uc009oiy.2	chr9	+	20607474	20617271	NR_033729	Fbxl12os
uc009oiz.2	chr9	-	20637748	20644298	NM_013911	Fbxl12
uc009ojb.2	chr9	-	20637748	20644767	NM_001002846	Fbxl12
uc009ojc.1	chr9	+	20643317	20646789	NM_025401	Ubl5
uc009ojd.1	chr9	+	20652129	20666584	NM_023371	Pin1
uc009oje.1	chr9	-	20667985	20728214	NM_173777	Olfm2
uc009ojf.2	chr9	-	20770056	20815067	NM_016919	Col5a3
uc009ojg.2	chr9	-	20782793	20815067	AB040491	Col5a3
uc009ojh.1	chr9	+	20818503	20826163	NM_001030290	Rdh8
uc012gow.1	chr9	+	20868641	20874307	NM_175687	A230050P20Rik
uc012gox.1	chr9	+	20868641	20874307	BC031510	A230050P20Rik
uc009ojj.1	chr9	-	20873808	20879710	NM_145154	Angptl6
uc009ojk.2	chr9	+	20888174	20892179	NM_145610	Ppan
uc009ojm.1	chr9	-	20894348	20898590	NM_016876	Eif3g
uc009ojn.2	chr9	-	20907205	20913337	BC022927	Dnmt1
uc009ojo.2	chr9	-	20907205	20952623	NM_001199433	Dnmt1
uc009ojp.2	chr9	-	20907205	20952979	NM_010066	Dnmt1
uc009ojq.2	chr9	-	20907205	20952979	NM_001199431	Dnmt1
uc009ojs.2	chr9	-	20907205	20959888	NM_001199432	Dnmt1
uc009ojt.2	chr9	-	20965951	20976793	NM_010333	S1pr2
uc033jjf.1	chr9	-	20967471	20968530	CCDS22888	S1pr2
uc009ojv.1	chr9	+	21002736	21008837	NM_023167	Mrpl4
uc009ojx.1	chr9	+	21015959	21028796	NM_010493	Icam1
uc009ojy.1	chr9	+	21029372	21030355	AF296283	Icam4
uc009ojz.1	chr9	+	21029372	21030531	NM_023892	Icam4
uc009oka.2	chr9	+	21032037	21039036	NM_008319	Icam5
uc012gpa.1	chr9	-	21032250	21032328	NR_035438	Mir1900
uc009veu.1	chr9	-	21062392	21067925	NM_001103168	Zglp1
uc033jjg.1	chr9	-	21062392	21075496	AK052443	Zglp1
uc009okb.1	chr9	-	21066939	21073514	NM_001039824	Fdx1l
uc009okc.2	chr9	-	21066939	21092008	NR_038081	Gm38431
uc009okd.2	chr9	-	21073074	21092008	NM_027911	Raver1
uc009oke.1	chr9	-	21104067	21131275	NM_018793	Tyk2
uc012gpb.1	chr9	-	21104067	21131275	NM_001205312	Tyk2
uc009okg.1	chr9	-	21138540	21149906	NM_016742	Cdc37
uc009okh.1	chr9	-	21142212	21143225	AK213273	Cdc37
uc009oki.2	chr9	+	21165713	21213248	NM_183408	Pde4a
uc009okj.2	chr9	+	21181615	21213248	BC044786	Pde4a
uc009okm.2	chr9	+	21196704	21213248	NM_019798	Pde4a
uc009oko.2	chr9	-	21229729	21239332	NM_016679	Keap1
uc009okr.2	chr9	-	21229729	21239332	NM_001110307	Keap1
uc009okp.2	chr9	-	21229729	21239332	NM_001110305	Keap1
uc009okq.2	chr9	-	21229729	21239332	NM_001110306	Keap1
uc057anz.1	chr9	-	21236109	21238820	AK083593	Keap1
uc009oks.2	chr9	-	21242916	21248443	NM_053190	S1pr5
uc033jjj.1	chr9	-	21243925	21245128	CCDS22898	S1pr5
uc009okt.2	chr9	+	21265284	21274837	NM_153583	Atg4d
uc012gpc.1	chr9	-	21273456	21287969	NM_145416	Kri1
uc009okw.1	chr9	-	21288463	21291209	NM_009878	Cdkn2d
uc009okx.2	chr9	-	21295456	21312333	NM_009678	Ap1m2
uc009oky.2	chr9	-	21295456	21312333	NM_001110300	Ap1m2
uc009okz.2	chr9	+	21320718	21355028	NM_001199186	Slc44a2
uc009ola.2	chr9	+	21337827	21355028	NM_152808	Slc44a2
uc009olb.2	chr9	+	21367870	21401803	NM_001042708	Ilf3
uc009olc.2	chr9	+	21367870	21401803	NM_001042709	Ilf3
uc009old.2	chr9	+	21367870	21405363	NM_010561	Ilf3
uc009ole.2	chr9	+	21367870	21405363	NM_001042707	Ilf3
uc009oli.2	chr9	+	21411836	21420279	NM_021888	Qtrt1
uc009olj.2	chr9	+	21424907	21507146	NM_001039520	Dnm2
uc009oln.2	chr9	+	21480318	21507759	BC010233	Dnm2
uc009olo.2	chr9	-	21496494	21496564	NR_029585	Mir199a-1
uc009olp.1	chr9	-	21507379	21510186	NM_010744	Tmed1
uc009olt.2	chr9	+	21526176	21545331	NM_001198794	AB124611
uc009olr.2	chr9	+	21526176	21545331	NM_206536	AB124611
uc009olu.2	chr9	+	21546893	21589465	NM_021531	Carm1
uc009olw.2	chr9	+	21546893	21589465	NM_153141	Carm1
uc009olz.2	chr9	-	21588681	21592831	NR_038062	Yipf2
uc009oly.2	chr9	-	21588681	21592831	NM_001205158	Yipf2
uc009oma.2	chr9	-	21588681	21592831	NM_001205157	Yipf2
uc009olx.2	chr9	-	21588681	21592831	NM_138303	Yipf2
uc009omb.2	chr9	+	21592721	21595970	NM_178619	1810026J23Rik
uc009omc.2	chr9	-	21607083	21608329	NR_003372	Gm7904
uc012gph.1	chr9	+	21616168	21704230	NM_001174078	Smarca4
uc009omd.2	chr9	+	21616168	21704230	NM_011417	Smarca4
uc009ome.2	chr9	+	21616168	21704230	NM_001174079	Smarca4
uc009omf.1	chr9	+	21635535	21679147	AK141517	Smarca4
uc009omi.2	chr9	+	21723575	21749918	NM_010700	Ldlr
uc009oml.1	chr9	-	21755441	21760286	NM_026282	Spc24
uc009omm.2	chr9	-	21766772	21798546	NM_145611	Kank2
uc009omn.1	chr9	-	21800179	21831643	BC057368	Dock6
uc009omo.1	chr9	-	21800179	21852635	NM_177030	Dock6
uc033jjl.1	chr9	-	21800179	21852635	CCDS40555	Dock6
uc009omq.1	chr9	-	21824245	21852635	AK145109	Dock6
uc009omr.1	chr9	+	21835509	21837347	NM_001080940	Angptl8
uc009omu.1	chr9	-	21907510	21918121	NM_031874	Rab3d
uc009omv.1	chr9	-	21907510	21918121	AK169369	Rab3d
uc009omw.2	chr9	-	21921008	21927535	NM_178577	Tmem205
uc009omy.2	chr9	+	21927470	21930005	AK148448	Ccdc159
uc009omx.1	chr9	+	21927470	21935872	NM_025977	Ccdc159
uc009omz.2	chr9	+	21927470	21935872	NM_001164614	Ccdc159
uc009onb.1	chr9	+	21938273	21948907	NM_144935	Plppr2
uc009onc.2	chr9	+	21955752	21958270	NM_025870	Swsap1
uc009ond.1	chr9	-	21958898	21963576	NM_010149	Epor
uc009one.1	chr9	-	21960621	21963576	E06723	Epor
uc009onf.1	chr9	-	21971003	21989453	NM_023622	Rgl3
uc012gpk.1	chr9	-	21989870	22002634	NM_001163787	Ccdc151
uc009ong.2	chr9	-	21989870	22002634	NM_029939	Ccdc151
uc009onj.2	chr9	+	22002987	22014245	NM_008925	Prkcsh
uc009onl.2	chr9	-	22015004	22052023	NM_010487	Elavl3
uc009onn.1	chr9	-	22018421	22036415	U29149	Elavl3
uc009ono.2	chr9	-	22022810	22052023	AK090281	Elavl3
uc009onp.2	chr9	-	22055410	22071376	NM_177318	Zfp653
uc009onq.2	chr9	-	22063396	22071376	AK171735	Zfp653
uc029wxz.1	chr9	+	22071001	22086131	NR_040406	Gm16845
uc009onr.2	chr9	+	22071001	22086131	NR_040407	Gm16845
uc009ons.2	chr9	-	22072245	22085427	NM_012029	Ecsit
uc009onv.2	chr9	+	22099252	22109221	NM_009922	Cnn1
uc009onw.1	chr9	-	22112988	22114169	NM_170777	Elof1
uc009onx.1	chr9	-	22112988	22117169	AK003614	Elof1
uc009onz.1	chr9	-	22126726	22130598	NM_007388	Acp5
uc009ooa.1	chr9	-	22126726	22131865	NM_001102404	Acp5
uc009oob.1	chr9	-	22126726	22135746	NM_001102405	Acp5
uc009ooc.1	chr9	+	22156845	22158354	NM_001082532	Pigyl
uc033jjo.1	chr9	+	22157994	22158210	CCDS52742	Pigyl
uc009ood.1	chr9	+	22188165	22202123	NM_001033813	Zfp872
uc009ooe.1	chr9	-	22206785	22213860	NR_027981	1810064F22Rik
uc009oof.2	chr9	+	22225702	22239693	NM_001164624	Zfp809
uc009oog.2	chr9	+	22225702	22243354	NM_172763	Zfp809
uc009ooh.1	chr9	-	22247429	22259895	NM_181419	Zfp599
uc009ooj.1	chr9	-	22276747	22307638	NM_145612	Zfp810
uc012gpn.2	chr9	-	22330138	22330690	NR_033622	Gm6607
uc009ook.2	chr9	-	22331213	22389206	NM_028390	Anln
uc009ool.1	chr9	+	22411576	22425030	AK021129	9530077C05Rik
uc009oom.1	chr9	+	22411576	22444679	NM_026739	9530077C05Rik
uc009ooo.1	chr9	+	22424112	22435400	AK210022	9530077C05Rik
uc009oop.1	chr9	+	22430264	22444679	BC039998	9530077C05Rik
uc009ooq.2	chr9	-	22448311	22468356	NM_018739	Rp9
uc009oos.1	chr9	+	22475714	22888280	NM_178415	Bbs9
uc009oor.1	chr9	+	22475714	22888280	NM_181316	Bbs9
uc009oot.1	chr9	+	22475761	22888280	AK028200	Bbs9
uc009oou.1	chr9	+	22504044	22888280	BC030419	Bbs9
uc009oow.2	chr9	+	23223075	23485215	NM_028472	Bmper
uc009oox.1	chr9	+	24098017	24316398	NM_175678	Npsr1
uc009ooy.1	chr9	+	24300333	24316398	AK041501	Npsr1
uc012gpp.2	chr9	-	24411778	24503140	NM_172920	Dpy19l1
uc009opb.1	chr9	-	24412791	24453897	BC031382	Dpy19l1
uc009opc.2	chr9	-	24557047	24696293	NM_001166207	Dpy19l2
uc009opd.2	chr9	+	24625184	24625828	NM_001039944	Cypt4
uc009ope.2	chr9	-	24720811	24774303	NM_194263	Tbx20
uc009opf.2	chr9	-	24740247	24774303	NM_020496	Tbx20
uc029wyb.1	chr9	-	24740247	24774303	NM_001205085	Tbx20
uc009opg.2	chr9	-	24748151	24774303	AK052155	Tbx20
uc009oph.2	chr9	-	25108129	25151781	NM_020586	Herpud2
uc033jjp.1	chr9	+	25252438	25308571	NM_009859	Sept7
uc033jjq.1	chr9	+	25252438	25308571	CCDS40565	Sept7
uc009opn.1	chr9	+	25481596	25604110	NM_026189	Eepd1
uc009opp.2	chr9	+	26733807	26757982	AK041316	B3gat1
uc009opr.2	chr9	+	26751504	26761350	NM_029792	B3gat1
uc009ops.1	chr9	+	26755315	26763097	BC023052	B3gat1
uc009opt.2	chr9	-	26763043	26806468	NM_153803	Glb1l2
uc009opw.2	chr9	-	26817952	26860823	NM_001113323	Glb1l3
uc009opy.2	chr9	-	26974138	26999549	NM_025862	Acad8
uc009oqb.2	chr9	+	26999676	27007334	NM_144543	Thyn1
uc009oqd.2	chr9	-	27004501	27030094	NM_178027	Vps26b
uc009oqf.2	chr9	-	27011200	27030094	AK165539	Vps26b
uc009oqh.2	chr9	+	27030174	27095315	NM_178113	Ncapd3
uc009oqi.1	chr9	+	27074332	27095315	BC033607	Ncapd3
uc009oqj.2	chr9	-	27097383	27155421	NM_023277	Jam3
uc009oqk.2	chr9	-	27100667	27155421	AK160648	Jam3
uc009oql.1	chr9	+	27299227	27330135	NM_001033323	Igsf9b
uc009oqm.2	chr9	+	27299227	27334763	NM_001129787	Igsf9b
uc012gps.1	chr9	+	27352684	27357543	NR_027907	AI414108
uc009oqo.2	chr9	+	27396806	27401711	NM_029299	Spata19
uc009oqr.1	chr9	+	27791268	28925048	NM_177906	Opcml
uc009oqs.1	chr9	+	28403148	28815617	AK028345	Opcml
uc009oqt.1	chr9	-	28995963	29411943	AF282980	Ntm
uc009oqu.1	chr9	-	28995963	29963129	NM_172290	Ntm
uc009oqv.1	chr9	-	29013237	29963129	AK138263	Ntm
uc009oqx.1	chr9	-	29176460	29963129	AK042854	Ntm
uc009oqy.1	chr9	+	30427328	30466726	NM_028874	Snx19
uc009oqz.1	chr9	-	30899154	30922452	NM_001024139	Adamts15
uc009ora.1	chr9	+	30942562	30962858	NM_013906	Adamts8
uc009org.2	chr9	+	31030643	31075885	NM_001115130	Zbtb44
uc009ord.2	chr9	+	31030643	31075885	NM_172765	Zbtb44
uc009ori.1	chr9	-	31088589	31131799	NM_011176	St14
uc009ork.1	chr9	-	31149556	31163459	AK153087	Aplp2
uc009orl.1	chr9	-	31149556	31211815	NM_001102456	Aplp2
uc009orm.1	chr9	-	31149556	31211815	NM_001102455	Aplp2
uc009orn.1	chr9	-	31149556	31211815	NM_009691	Aplp2
uc012gpw.2	chr9	+	31271400	31275385	NM_001101597	Gm7244
uc009orp.1	chr9	+	31315106	31378543	NM_001080817	Prdm10
uc009orr.3	chr9	+	31386191	31421334	NM_172766	Nfrkb
uc012gpy.2	chr9	+	31399148	31421334	BC059900	Nfrkb
uc009ort.1	chr9	-	31426195	31464238	NM_144936	Tmem45b
uc009oru.1	chr9	-	31846043	31913285	NM_013800	Barx2
uc009orv.2	chr9	+	32116135	32265511	NM_001195632	Arhgap32
uc012gpz.1	chr9	+	32224248	32265511	NM_177379	Arhgap32
uc009orw.1	chr9	-	32314782	32344237	NM_010605	Kcnj5
uc009orx.2	chr9	+	32372417	32399194	NM_019659	Kcnj1
uc009ory.1	chr9	+	32393984	32399194	NM_001168354	Kcnj1
uc033jjt.1	chr9	+	32396341	32397460	CCDS22953	Kcnj1
uc009orz.2	chr9	-	32422203	32541452	NM_008026	Fli1
uc009osb.1	chr9	+	32696041	32757820	NM_011808	Ets1
uc009osc.1	chr9	+	32696041	32757820	NM_001038642	Ets1
uc009ose.1	chr9	+	34042370	34059019	NR_040744	7630403G23Rik
uc009osg.1	chr9	+	34488703	35030878	NM_001190913	Kirrel3
uc009osi.2	chr9	+	34488703	35036307	NM_001190911	Kirrel3
uc012gqb.1	chr9	+	34488703	35036307	NM_001190914	Kirrel3
uc009osh.2	chr9	+	34488703	35036307	NM_026324	Kirrel3
uc009osj.2	chr9	+	34488703	35036307	NM_001190912	Kirrel3
uc009osm.1	chr9	-	35046578	35116810	NM_009178	St3gal4
uc009oso.1	chr9	+	35116727	35130922	NR_029475	4930581F22Rik
uc009osp.1	chr9	-	35124413	35175987	NM_027030	Dcps
uc012gqd.1	chr9	-	35124413	35175987	AK171018	Dcps
uc009oss.2	chr9	-	35184390	35199905	NM_001177847	Tirap
uc009osq.2	chr9	-	35184390	35199965	NM_054096	Tirap
uc009osr.2	chr9	-	35184390	35199965	NM_001177846	Tirap
uc012gqe.1	chr9	-	35184390	35200291	NM_001177845	Tirap
uc009ost.2	chr9	-	35204220	35211055	NM_172291	Foxred1
uc009osy.1	chr9	+	35211202	35217003	NM_026130	Srpr
uc009ota.2	chr9	-	35216964	35267805	NM_194257	Fam118b
uc009otb.2	chr9	-	35216964	35267805	NM_175411	Fam118b
uc009otc.1	chr9	+	35267880	35275957	NM_028040	Rpusd4
uc029wye.1	chr9	+	35281104	35285423	NR_040715	4933422A05Rik
uc009otd.1	chr9	+	35421123	35506606	AK040711	Cdon
uc009ote.2	chr9	+	35452044	35507652	NM_021339	Cdon
uc012gqi.1	chr9	-	35541847	35558470	NM_013932	Ddx25
uc009oth.2	chr9	+	35559302	35567400	NM_023292	Pus3
uc009oti.2	chr9	-	35560820	35570069	NM_029762	Hyls1
uc009otj.3	chr9	+	35570283	35690318	AK144787	Pate2
uc009otk.2	chr9	-	35607092	35611885	NM_020264	Pate4
uc012gql.1	chr9	-	35645112	35648202	NM_001167592	Pate3
uc009otl.1	chr9	+	35669422	35672889	NM_001033421	Pate2
uc012gqm.1	chr9	-	35685078	35687371	NM_001199953	Pate1
uc012gqn.1	chr9	+	35741048	35742252	NM_001167588	Gm17677
uc012gqo.1	chr9	-	35776523	35778109	NM_001167673	Gm17727
uc009otn.1	chr9	-	35788049	35790112	NM_026593	D730048I06Rik
uc012gqq.1	chr9	-	35838328	35844150	NM_029863	9230110F15Rik
uc009oto.1	chr9	-	35848544	35849880	NR_030730	Gm3428
uc012gqr.1	chr9	-	36119933	36128779	NM_001167587	Gm5916
uc012gqs.1	chr9	-	36134286	36135630	NR_030729	Gm3434
uc012gqu.1	chr9	+	36431883	36434938	NM_001167586	Gm7257
uc012gqv.1	chr9	+	36475637	36477180	NM_001128510	Gm9513
uc009otq.1	chr9	-	36532402	36541963	NM_001033783	Gm5615
uc012gqw.1	chr9	-	36581277	36582635	NM_001167584	Gm17689
uc009otr.1	chr9	-	36635753	36638602	NM_001033325	A630095E13Rik
uc009ots.1	chr9	-	36668855	36693189	NR_040741	1700027I24Rik
uc009ott.1	chr9	+	36693219	36697365	AK030129	Acrv1
uc009otu.1	chr9	+	36693219	36698837	NM_007391	Acrv1
uc009otv.1	chr9	-	36708481	36726374	BC100386	Chek1
uc009otw.2	chr9	-	36708481	36726658	NM_007691	Chek1
uc009oty.1	chr9	-	36732412	36767578	NM_008408	Stt3a
uc009oua.2	chr9	-	36779152	36797068	NM_007915	Ei24
uc009oub.2	chr9	-	36779152	36797393	NM_001199494	Ei24
uc009ouc.1	chr9	+	36832683	36878640	BC029629	Fez1
uc009oud.1	chr9	+	36843661	36878640	NM_183171	Fez1
uc009oue.3	chr9	-	36890978	37147322	NM_001029838	Pknox2
uc009ouf.3	chr9	-	36890978	37147322	NM_148950	Pknox2
uc009oug.2	chr9	-	36922342	37147322	AK084178	Pknox2
uc009ouj.2	chr9	+	37208222	37223228	NM_025464	Tmem218
