Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000227659	13	99690971	99690081	CLYBL-AS2	-1
ENSG00000277445	CHR_HSCHR15_5_CTG8	82720771	82622289	CPEB1	-1
ENSG00000167524	17	28614200	28607964	SGK494	-1
ENSG00000267314	19	5914707	5904841	AC104532.1	1
ENSG00000101246	20	63708025	63698642	ARFRP1	-1
ENSG00000260846	16	35336889	35335277	FRG2HP	-1
ENSG00000147654	8	109565996	109539711	EBAG9	1
ENSG00000261486	16	35344559	35344091	RARRES2P9	-1
ENSG00000179115	19	12934037	12922479	FARSA	-1
ENSG00000236648	1	17749978	17717687	AL136529.1	1
ENSG00000282283	CHR_HSCHR19_5_CTG2	821977	821485	PLPPR3	-1
ENSG00000117148	1	17827063	17755313	ACTL8	1
ENSG00000235806	X	38799658	38770331	AF241728.1	1
ENSG00000231858	2	191032314	191021526	AC067945.3	1
ENSG00000255095	17	3241614	3235703	OR1D4	1
ENSG00000284653	1	18045612	18015712	AL357509.1	1
ENSG00000261781	1	18074412	18065657	LINC01654	1
ENSG00000242292	5	36588661	36588506	AC010631.1	1
ENSG00000260427	16	35348297	35347385	AGGF1P9	1
ENSG00000238123	X	38803883	38801568	MID1IP1-AS1	-1
ENSG00000260480	16	35353022	35352482	C2orf69P4	1
ENSG00000165175	X	38806537	38801432	MID1IP1	1
ENSG00000230035	1	18179346	18166929	IGSF21-AS1	-1
ENSG00000117154	1	18378483	18107746	IGSF21	1
ENSG00000259841	16	35390584	35363412	LINC01566	1
ENSG00000224309	21	13067033	13038160	ANKRD30BP2	1
ENSG00000167378	19	43596135	43584369	IRGQ	-1
ENSG00000282936	17	6640316	6636780	AC004706.3	-1
ENSG00000260291	16	35385086	35384144	FRG2GP	-1
ENSG00000129235	17	6644541	6640758	TXNDC17	1
ENSG00000261689	16	35390003	35389203	AGGF1P4	-1
ENSG00000198932	X	102659083	102651366	GPRASP1	1
ENSG00000262106	17	3266541	3265611	OR1D3P	1
ENSG00000269583	19	43575618	43574638	L34079.3	1
ENSG00000153086	2	134902034	134838547	ACMSD	1
ENSG00000276099	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	54700905	54698377	LILRP1	-1
ENSG00000122678	7	44082540	44072247	POLM	-1
ENSG00000221882	17	3386317	3276942	OR3A2	-1
ENSG00000275321	CHR_HSCHR19_1_CTG2	20696533	20674923	AC010329.3	1
ENSG00000205358	16	56671129	56669814	MT1H	1
ENSG00000280030	CHR_HSCHR19_1_CTG2	20755250	20746923	AC010329.4	-1
ENSG00000280222	1	18115861	18109389	AL365209.1	1
ENSG00000158301	X	102717733	102712176	GPRASP2	1
ENSG00000225387	1	18388514	18385829	AL591896.1	1
ENSG00000179023	1	18486126	18480982	KLHDC7A	1
ENSG00000173153	11	64316743	64305572	ESRRA	1
ENSG00000267129	17	3377602	3377527	OR1AC1P	-1
ENSG00000276949	2	240672812	240672530	AC011298.3	1
ENSG00000180042	17	3386874	3385930	AC087498.1	1
ENSG00000130733	19	10928681	10922185	YIPF2	-1
ENSG00000235282	1	18513383	18513118	DYNLL1P3	1
ENSG00000180068	17	3311934	3309986	OR3A4P	1
ENSG00000225478	1	18595636	18595414	AL031737.1	1
ENSG00000180090	17	3298360	3291017	OR3A1	-1
ENSG00000236473	17	41454055	41448183	KRT43P	-1
ENSG00000087206	5	177022633	176905005	UIMC1	-1
ENSG00000233160	CHR_HSCHR6_MHC_MANN_CTG1	32365581	32364622	HNRNPA1P2	1
ENSG00000259277	15	28977464	28970196	AC127522.1	-1
ENSG00000235198	10	117572457	117562084	AC005871.1	-1
ENSG00000185176	2	240682906	240676418	AQP12B	-1
ENSG00000134470	10	5978187	5943639	IL15RA	-1
ENSG00000179855	19	3593541	3585553	GIPC3	1
ENSG00000234952	10	117736407	117735313	AL139121.1	1
ENSG00000206245	CHR_HSCHR6_MHC_MANN_CTG1	32411315	32332098	C6orf10	-1
ENSG00000263041	10	117830518	117825903	AL513324.1	-1
ENSG00000227211	X	102615820	102615473	AL035551.1	-1
ENSG00000087111	17	28571872	28553383	PIGS	-1
ENSG00000125962	X	102604159	102599168	ARMCX5	1
ENSG00000235773	CHR_HSCHR6_MHC_COX_CTG1	30681283	30677910	NRM	-1
ENSG00000108759	17	41467429	41459811	KRT32	-1
ENSG00000197976	X	1602514	1591593	AKAP17A	1
ENSG00000198920	17	6640927	6578148	KIAA0753	-1
ENSG00000277778	9	41074617	41006999	PGM5P2	-1
ENSG00000236307	2	111888741	111887914	EEF1E1P1	1
ENSG00000183723	16	66696707	66614750	CMTM4	-1
ENSG00000224043	2	134918710	134735464	CCNT2-AS1	-1
ENSG00000275691	16	56677763	56676132	AC026461.4	1
ENSG00000082258	2	134959342	134918235	CCNT2	1
ENSG00000270050	X	102659712	102599657	AL035427.1	-1
ENSG00000280077	9	41014133	41012231	AL353763.2	1
ENSG00000271147	X	102714671	102599512	ARMCX5-GPRASP2	1
ENSG00000258017	12	49147869	49127782	AC011603.2	1
ENSG00000231104	10	118045810	118017487	AC022395.1	1
ENSG00000123416	12	49131397	49127782	TUBA1B	-1
ENSG00000133789	11	9752991	9664077	SWAP70	1
ENSG00000257122	16	22437715	22418672	RRN3P3	-1
ENSG00000107560	10	118046603	118004916	RAB11FIP2	-1
ENSG00000260790	16	22378180	22374859	AC092338.2	1
ENSG00000230872	16	22407428	22382436	MFSD13B	1
ENSG00000237296	16	22492220	22437008	SMG1P1	1
ENSG00000274441	5	36649347	36636019	AC008957.2	-1
ENSG00000079215	5	36688334	36606355	SLC1A3	1
ENSG00000273167	13	24321031	23979700	AL359736.1	1
ENSG00000100528	14	54441431	54423560	CNIH1	-1
ENSG00000278016	CHR_HSCHR8_3_CTG7	143603224	143597835	TIGD5	1
ENSG00000230320	X	102706240	102705784	BEND7P1	1
ENSG00000240868	13	24321598	24315725	C1QTNF9-AS1	-1
ENSG00000225256	Y	25702562	25699451	TRAPPC2P5	1
ENSG00000173113	11	64318084	64316460	TRMT112	-1
ENSG00000223856	Y	25713557	25709908	RAB9AP2	-1
ENSG00000125319	17	44162476	44141906	C17orf53	1
ENSG00000235004	Y	25724186	25723016	USP9YP30	1
ENSG00000177640	10	118210153	118046279	CASC2	1
ENSG00000232614	Y	25735160	25730011	USP9YP9	-1
ENSG00000279878	11	61526602	61525708	AP003108.5	-1
ENSG00000231141	Y	25733388	25728490	TTTY3	1
ENSG00000254432	8	60809606	60808735	AC113143.1	-1
ENSG00000263181	CHR_HSCHR22_1_CTG1	42132425	42128051	CYP2D7	-1
ENSG00000171316	8	60868028	60678778	CHD7	1
ENSG00000171033	8	78605267	78516139	PKIA	1
ENSG00000229056	2	196264204	196260024	AC020571.1	1
ENSG00000180638	17	19718979	19678288	SLC47A2	-1
ENSG00000266975	19	12933296	12930522	FARSA-AS1	1
ENSG00000219159	2	240690414	240686334	AC011298.1	1
ENSG00000185115	15	29269829	29264992	NSMCE3	-1
ENSG00000142453	19	10923070	10871513	CARM1	1
ENSG00000206159	Y	12420456	12354416	GYG2P1	-1
ENSG00000259690	15	29376956	29373602	AC107980.1	-1
ENSG00000259299	15	29235137	29233673	AC061965.1	-1
ENSG00000232953	3	19943310	19940269	HSPA8P18	-1
ENSG00000275294	13	27251288	27178263	LINC02340	-1
ENSG00000075891	10	100829941	100735603	PAX2	1
ENSG00000103460	16	52547802	52438005	TOX3	-1
ENSG00000236764	4	96903050	96902801	COX7A2P2	1
ENSG00000101292	20	5314369	5302040	PROKR2	-1
ENSG00000173988	13	46277366	46211943	LRRC63	1
ENSG00000100906	14	35404749	35401511	NFKBIA	-1
ENSG00000163935	3	53046750	52903572	SFMBT1	-1
ENSG00000280417	3	53048122	53046166	AC096887.2	1
ENSG00000152254	2	168910000	168901240	G6PC2	1
ENSG00000285509	11	121113108	121024125	AP000646.1	1
ENSG00000101951	X	49833973	49829260	PAGE4	1
ENSG00000279228	16	29467578	29467161	AC133555.5	1
ENSG00000215372	8	7385558	7355517	ZNF705G	-1
ENSG00000270194	3	37244177	37241789	AC097359.2	-1
ENSG00000115594	2	102179874	102064544	IL1R1	1
ENSG00000258314	14	19055551	19024090	AL589182.1	1
ENSG00000213927	9	34664048	34661880	CCL27	-1
ENSG00000242044	CHR_HSCHR6_MHC_MCF_CTG1	32693255	32690660	CR933859.1	-1
ENSG00000231512	1	243052252	243029512	SEPT14P21	-1
ENSG00000230199	1	242975084	242975005	AL603825.1	1
ENSG00000215800	1	242773103	242772620	RSL24D1P4	1
ENSG00000124120	20	44494603	44475886	TTPAL	1
ENSG00000186265	3	112499561	112463968	BTLA	-1
ENSG00000101335	20	36551447	36541484	MYL9	1
ENSG00000166889	11	59668980	59636716	PATL1	-1
ENSG00000272645	1	223992594	223951394	GTF2IP20	-1
ENSG00000261115	7	141480380	141074232	TMEM178B	1
ENSG00000230751	7	30141417	30140870	AC007036.2	1
ENSG00000279247	CHR_HSCHR5_2_CTG1_1	69370027	69350995	AK6	-1
ENSG00000244144	3	112185998	112185480	AC128688.1	-1
ENSG00000225906	21	22884000	22882582	AP000949.1	1
ENSG00000152990	4	22516054	22345071	ADGRA3	-1
ENSG00000152484	13	27171896	27066142	USP12	-1
ENSG00000163599	2	203873960	203867786	CTLA4	1
ENSG00000175514	11	67452729	67451301	GPR152	-1
ENSG00000178395	1	223395470	223393417	CCDC185	1
ENSG00000232995	1	163321894	163244505	RGS5	-1
ENSG00000266677	17	18184753	18172625	AC087164.1	-1
ENSG00000204989	11	59492581	59491652	OR4D8P	1
ENSG00000154309	1	223005995	222872271	DISP1	1
ENSG00000250777	4	137734977	137690477	AC131956.2	-1
ENSG00000250034	4	137816402	137807706	AC131956.1	1
ENSG00000163918	3	186807058	186789880	RFC4	-1
ENSG00000140798	16	48156018	48082973	ABCC12	-1
ENSG00000249311	4	136356336	136355110	TERF1P3	-1
ENSG00000240792	3	163479365	163475067	AC079910.1	1
ENSG00000267688	19	3122128	3121116	KF456478.1	-1
ENSG00000250241	4	133149116	133075311	AC105383.1	-1
ENSG00000267139	19	3119304	3118665	AC005262.2	-1
ENSG00000270806	17	35765079	35760897	C17orf50	1
ENSG00000162819	1	222735196	222712553	BROX	1
ENSG00000145041	3	51500002	51395867	DCAF1	-1
ENSG00000249038	4	132592536	132592084	AARSP1	1
ENSG00000248369	4	132447235	132435802	AC114741.1	-1
ENSG00000282069	CHR_HSCHR16_4_CTG1	1892455	1891136	LINC02124	1
ENSG00000259956	3	51397908	51391268	RBM15B	1
ENSG00000251555	4	131975952	131930031	AC096711.2	-1
ENSG00000251598	4	132124031	132004810	AC096711.3	-1
ENSG00000251676	4	131791482	131773302	SNHG27	1
ENSG00000276618	CHR_HSCHR5_2_CTG1_1	69415042	69369307	RAD17	1
ENSG00000237381	X	93389497	93388075	AL023280.1	-1
ENSG00000267106	19	9645896	9621291	ZNF561-AS1	1
ENSG00000249618	4	129955368	129771659	LINC02465	1
ENSG00000272356	6	111313517	111309203	AL080317.3	1
ENSG00000220506	6	111495713	111494991	AL136310.1	-1
ENSG00000218676	6	111431781	111430260	BRD7P4	1
ENSG00000197888	4	68568527	68537184	UGT2B17	-1
ENSG00000250566	4	68517647	68509441	UGT2B29P	-1
ENSG00000233250	X	53433032	53432722	AC233728.1	-1
ENSG00000187699	2	190203484	189879609	C2orf88	1
ENSG00000172534	X	153971807	153947553	HCFC1	-1
ENSG00000257579	12	107617721	107610034	AC007540.1	-1
ENSG00000115204	2	27325680	27309492	MPV17	-1
ENSG00000233047	1	106028277	105927624	LINC01677	-1
ENSG00000250299	13	52637446	52600119	MRPS31P4	1
ENSG00000041982	9	115118257	115019578	TNC	-1
ENSG00000165841	10	94853205	94762681	CYP2C19	1
ENSG00000178162	2	130431363	130416755	FAR2P2	-1
ENSG00000226478	17	16746761	16745636	UPF3AP1	-1
ENSG00000052344	16	31135762	31131433	PRSS8	-1
ENSG00000249186	5	177871194	177857945	AC140125.3	-1
ENSG00000188051	19	17448567	17435509	TMEM221	-1
ENSG00000267360	19	37210512	37093019	AC012309.1	-1
ENSG00000171101	19	51173524	51167328	SIGLEC17P	1
ENSG00000226891	1	65002489	64972225	LINC01359	-1
ENSG00000230444	7	1615325	1614590	TFAMP1	1
ENSG00000248943	5	177803344	177801204	AC140125.1	-1
ENSG00000162630	1	193186654	193179045	B3GALT2	-1
ENSG00000026025	10	17237593	17228259	VIM	1
ENSG00000269681	19	51155624	51155288	AC063977.7	-1
ENSG00000141295	17	47841333	47837692	SCRN2	-1
ENSG00000285445	X	92772091	92770855	AL121871.2	1
ENSG00000234961	10	17234833	17233325	AL133415.1	-1
ENSG00000278035	20	36234297	36233851	AL121895.2	1
ENSG00000120832	12	106987166	106977291	MTERF2	-1
ENSG00000141294	17	47837713	47831627	LRRC46	1
ENSG00000238078	1	220832429	220829255	LINC01352	1
ENSG00000214193	1	36324886	36306387	SH3D21	1
ENSG00000182180	10	73252693	73248843	MRPS16	-1
ENSG00000279354	18	46915623	46915021	AC090373.1	-1
ENSG00000228260	CHR_HSCHR6_MHC_MCF_CTG1	32548767	32535112	HLA-DRB9	-1
ENSG00000228836	X	135785298	135777130	CT45A5	-1
ENSG00000256742	12	121593504	121580792	AC145422.1	1
ENSG00000170633	12	121430623	121400041	RNF34	1
ENSG00000231970	10	97419524	97401115	AL355490.2	1
ENSG00000188672	1	25430192	25362249	RHCE	-1
ENSG00000102962	16	57366190	57358772	CCL22	1
ENSG00000279935	9	134995854	134992958	AL353611.2	1
ENSG00000235774	2	126343992	126308510	AC023347.1	1
ENSG00000214908	9	86375706	86374966	AL353678.1	-1
ENSG00000236403	9	134943195	134937151	AL353611.1	1
ENSG00000140443	15	98964530	98648971	IGF1R	1
ENSG00000278022	15	98660668	98660210	AC118658.2	1
ENSG00000254294	8	123402095	123400582	IMPDH1P6	1
ENSG00000122882	10	73169055	73130155	ECD	-1
ENSG00000232883	1	220317599	220316667	AL451081.2	-1
ENSG00000204620	X	48574860	48568014	AC115618.1	-1
ENSG00000228343	X	48581157	48579774	AC115618.2	-1
ENSG00000104671	8	30183640	30156297	DCTN6	1
ENSG00000100246	22	38794198	38778508	DNAL4	-1
ENSG00000235725	2	65640177	65589566	AC007389.3	-1
ENSG00000198420	7	143902198	143851375	TCAF1	-1
ENSG00000188693	7	92180725	92134604	CYP51A1-AS1	1
ENSG00000231163	1	33885458	33868953	CSMD2-AS1	1
ENSG00000240959	3	50877657	50876712	ST13P14	-1
ENSG00000273955	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	54767361	54754987	KIR2DP1	1
ENSG00000254388	8	123352643	123352181	DUTP2	1
ENSG00000278727	13	76891135	76887551	AC000403.1	1
ENSG00000258539	10	124791727	124617080	AC068896.1	-1
ENSG00000198453	19	36998700	36916329	ZNF568	1
ENSG00000113905	3	186678240	186660216	HRG	1
ENSG00000189319	10	124744269	124619292	FAM53B	-1
ENSG00000213551	10	73248862	73183362	DNAJC9	-1
ENSG00000116809	1	15976132	15941869	ZBTB17	-1
ENSG00000232355	9	134868475	134868236	AL603650.1	1
ENSG00000273755	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1	54713341	54707916	LILRP2	1
ENSG00000277514	11	5904448	5903767	OR52Q1P	1
ENSG00000140478	15	75295807	75282835	GOLGA6D	1
ENSG00000258481	14	92263656	92253493	AL133240.1	-1
ENSG00000196388	17	4997610	4988130	INCA1	-1
ENSG00000213523	5	140558252	140537340	SRA1	-1
ENSG00000273112	1	161605099	161513176	AL590385.2	1
ENSG00000274365	Y	6789344	6789153	AC013412.1	1
ENSG00000257464	12	49442652	49442424	AC125611.1	-1
ENSG00000232931	2	95816215	95807118	LINC00342	-1
ENSG00000268945	19	12687279	12682693	AC010422.2	-1
ENSG00000181616	11	5548533	5544489	OR52H1	-1
ENSG00000234548	3	186450696	186440345	LINC02020	1
ENSG00000052841	11	43494933	43358932	TTC17	1
ENSG00000165359	X	135582510	135520643	INTS6L	1
ENSG00000182636	15	23687330	23685400	NDN	-1
ENSG00000259199	15	98293177	98046667	AC022523.1	-1
ENSG00000259041	15	98285907	98282075	AC015722.1	1
ENSG00000283528	7	143647646	143639230	TCAF2C	-1
ENSG00000235024	2	218961903	218944629	AC097468.2	-1
ENSG00000274702	1	187632439	187632166	AL357559.1	1
ENSG00000169849	Y	21470683	21468158	TSPY14P	1
ENSG00000278214	16	85149443	85137150	LINC02139	1
ENSG00000179455	15	23630075	23565678	MKRN3	1
ENSG00000104419	8	133302022	133237171	NDRG1	-1
ENSG00000229977	7	143533164	143532749	AC073264.1	-1
ENSG00000067533	1	218337983	218285287	RRP15	1
ENSG00000240761	2	202774360	202773720	AC098831.1	-1
ENSG00000121236	11	5612958	5596109	TRIM6	1
ENSG00000277749	15	74319688	74311516	AC023300.2	-1
ENSG00000180974	11	5887079	5880629	OR52E4	1
ENSG00000162814	1	217871696	217631324	SPATA17	1
ENSG00000226253	10	74527947	74527584	MRPL35P3	1
ENSG00000271028	11	43065932	43063637	AC009643.2	-1
ENSG00000173214	6	111271167	111259348	MFSD4B	1
ENSG00000091140	7	107931730	107890970	DLD	1
ENSG00000232582	X	135135770	135135149	AC234771.3	-1
ENSG00000124140	20	46060152	46021690	SLC12A5	1
ENSG00000281642	CHR_HSCHR17_1_CTG5	45836529	45835461	AC127032.1	1
ENSG00000224116	7	41779388	41693916	INHBA-AS1	1
ENSG00000280711	4	128769948	128768228	JADRR	1
ENSG00000232039	8	7007389	7006293	DEFT1P2	-1
ENSG00000103415	16	4510347	4474690	HMOX2	1
ENSG00000166986	12	57517569	57475445	MARS	1
ENSG00000047410	1	186375693	186311652	TPR	-1
ENSG00000175197	12	57521737	57516588	DDIT3	-1
ENSG00000219027	16	1478583	1477830	RPS3AP2	1
ENSG00000243144	7	91515409	91311368	AC079760.2	1
ENSG00000225843	7	91321103	91320128	NIPA2P1	-1
ENSG00000163739	4	73871242	73869393	CXCL1	1
ENSG00000224482	Y	20811809	20808776	HSFY4P	-1
ENSG00000069509	X	44543001	44523639	FUNDC1	-1
ENSG00000115592	2	218832086	218822383	PRKAG3	-1
ENSG00000213700	10	73006595	73005833	RPL17P50	-1
ENSG00000147403	X	154409168	154389955	RPL10	1
ENSG00000271049	19	34635717	34634844	AC020910.3	1
ENSG00000275352	Y	6274065	6273579	AC006335.3	-1
ENSG00000184949	22	38656629	38578120	FAM227A	-1
ENSG00000268751	19	34577701	34576733	SCGB1B2P	-1
ENSG00000285498	11	5225461	5224309	AC104389.6	-1
ENSG00000248830	19	34545395	34542462	ZNF807	-1
ENSG00000275532	17	38706261	38703480	AC006449.2	-1
ENSG00000239210	19	34534084	34533427	RPS26P55	-1
ENSG00000238235	Y	6269275	6266593	TSPY11P	1
ENSG00000234066	7	143437973	143437034	TAS2R62P	1
ENSG00000244926	11	43920944	43909292	ALKBH3-AS1	-1
ENSG00000245857	8	6885276	6835554	AF233439.1	1
ENSG00000235815	6	168723495	168716606	AL136099.1	1
ENSG00000131013	6	149546038	149504733	PPIL4	-1
ENSG00000164825	8	6878022	6870575	DEFB1	-1
ENSG00000223991	2	240986072	240981515	AC104809.1	-1
ENSG00000130635	9	134844843	134641774	COL5A1	1
ENSG00000213036	1	214483387	214482813	AL445305.1	-1
ENSG00000219553	6	149492289	149491567	AL031133.1	-1
ENSG00000272908	7	38329643	38326070	AC006033.2	-1
ENSG00000276043	19	4962154	4903080	UHRF1	1
ENSG00000211691	7	38273647	38273587	TRGJP	-1
ENSG00000124479	X	43973504	43948776	NDP	-1
ENSG00000060718	1	103108872	102876467	COL11A1	-1
ENSG00000168379	CHR_HSCHR6_MHC_SSTO_CTG1	33269193	33252873	HLA-DPB2	1
ENSG00000136888	9	114598373	114587746	ATP6V1G1	1
ENSG00000256803	12	10030606	10015240	AC024224.2	-1
ENSG00000254443	11	6365267	6362799	AC068733.1	1
ENSG00000172148	19	14867358	14863714	OR7A2P	-1
ENSG00000198326	20	2820284	2816302	TMEM239	1
ENSG00000279645	15	96289265	96285068	AC016251.1	-1
ENSG00000063244	19	55674715	55654146	U2AF2	1
ENSG00000271330	7	24674612	24674309	AC005084.1	-1
ENSG00000267159	19	928817	928259	AC005379.1	-1
ENSG00000136643	1	213274773	213051233	RPS6KC1	1
ENSG00000259134	15	95507847	95433095	LINC00924	1
ENSG00000254396	9	27104728	27102630	AL355432.1	1
ENSG00000183734	11	2270952	2268495	ASCL2	-1
ENSG00000184903	7	111562517	110663051	IMMP2L	-1
ENSG00000259418	15	45058707	45041716	AC091117.2	-1
ENSG00000284602	1	25234775	25232586	AL031432.4	1
ENSG00000140263	15	45077185	45023104	SORD	1
ENSG00000280880	CHR_HSCHR22_3_CTG1	42139731	42138063	BX247885.2	1
ENSG00000232523	CHR_HSCHR6_MHC_SSTO_CTG1	30511442	30508488	LINC02569	1
ENSG00000278552	15	23226391	23225876	AC116165.3	-1
ENSG00000278279	CHR_HSCHR19LRC_PGF2_CTG3_1	54422496	54414251	LILRB4	1
ENSG00000127666	19	4831704	4815932	TICAM1	-1
ENSG00000204681	6	29633976	29555629	GABBR1	-1
ENSG00000175676	15	23170711	23157366	GOLGA8EP	1
ENSG00000204706	9	70175888	70033921	MAMDC2-AS1	-1
ENSG00000234936	2	43233394	43229573	AC010883.1	1
ENSG00000233755	1	25113120	25043707	AL050344.1	-1
ENSG00000277801	14	89157574	89156743	AL138478.1	1
ENSG00000231834	CHR_HSCHR6_MHC_MANN_CTG1	29934849	29930208	HLA-A	1
ENSG00000258380	14	89409469	89399995	AL356805.1	1
ENSG00000226913	3	49554366	49549306	BSN-DT	-1
ENSG00000204524	19	57255135	57240685	ZNF805	1
ENSG00000268713	19	57262738	57261354	AC005261.3	1
ENSG00000275951	CHR_HSCHR19_4_CTG3_1	54306170	54305461	AC008984.3	-1
ENSG00000220069	6	86087134	86086415	RPL7P27	-1
ENSG00000262001	18	3608336	3603000	DLGAP1-AS2	1
ENSG00000233562	1	183267285	183266602	AL356981.1	1
ENSG00000122203	5	176361968	176346061	KIAA1191	-1
ENSG00000258824	14	64448557	64422935	AL122035.1	-1
ENSG00000267325	18	55781721	55776727	LINC01415	-1
ENSG00000250909	5	176353584	176347941	AC138956.1	1
ENSG00000276172	15	23121324	23083094	ELMO2P1	1
ENSG00000232879	1	161035006	161034834	AL591806.2	1
ENSG00000115970	2	43596046	43230836	THADA	-1
ENSG00000117697	1	212791782	212726153	NSL1	-1
ENSG00000260805	1	212559731	212557833	AC092803.2	-1
ENSG00000282914	X	87750883	87707579	Z83818.2	-1
ENSG00000212747	X	135022529	135020504	RTL8B	-1
ENSG00000235221	13	69322101	69311333	AL355478.1	1
ENSG00000065600	1	212414901	212363931	TMEM206	-1
ENSG00000279675	11	40112599	40107244	AC080100.1	-1
ENSG00000234915	1	212331713	212299495	AL360091.3	-1
ENSG00000230063	1	212299579	212297448	AL360091.2	1
ENSG00000173966	4	53576387	53575713	AC095040.1	1
ENSG00000235885	2	67311439	67086446	LINC01828	1
ENSG00000275841	CHR_HSCHR19_4_CTG3_1	54301485	54294391	LILRA3	-1
ENSG00000180613	4	54102505	54099523	GSX2	1
ENSG00000217334	6	85732011	85731371	AL355615.1	1
ENSG00000270614	19	9348703	9348106	AC011451.2	-1
ENSG00000271322	X	98348748	98348451	AL357312.1	-1
ENSG00000234881	9	123843686	123843036	PIGFP2	1
ENSG00000114904	3	52770949	52708449	NEK4	-1
ENSG00000170848	19	42919563	42902079	PSG6	-1
ENSG00000124762	6	36687339	36676460	CDKN1A	1
ENSG00000141741	17	39730787	39728496	MIEN1	-1
ENSG00000261835	16	50047798	50046496	AC007610.3	1
ENSG00000211956	14	106374145	106373663	IGHV4-34	-1
ENSG00000216710	6	120781512	120781220	COX6A1P3	1
ENSG00000272880	1	181813261	181812705	AL161734.1	1
ENSG00000276430	10	47999791	47995355	FAM25C	-1
ENSG00000188176	17	4608319	4583999	SMTNL2	1
ENSG00000211951	14	106301862	106301396	IGHV2-26	-1
ENSG00000253367	14	106293808	106293568	IGHVIII-25-1	-1
ENSG00000233446	X	81601306	81600072	AL691517.1	1
ENSG00000249265	5	89947573	89944910	AC113167.1	1
ENSG00000112474	CHR_HSCHR6_MHC_QBL_CTG1	33135646	33133453	HSD17B8	1
ENSG00000211947	14	106235594	106235064	IGHV3-21	-1
ENSG00000249241	4	40330419	40316485	LINC02265	1
ENSG00000250338	4	40266457	40265472	AC095057.2	1
ENSG00000271201	14	106208571	106206603	AC247036.1	1
ENSG00000231531	7	143313061	143312684	HINT1P1	-1
ENSG00000179240	11	76414619	76381313	GVQW3	1
ENSG00000135482	12	56127514	56118159	ZC3H10	1
ENSG00000122218	1	160343400	160289273	COPA	-1
ENSG00000236394	9	137053375	137052662	AL807752.4	1
ENSG00000267801	17	75879546	75876372	AC087289.5	1
ENSG00000272532	CHR_HSCHR22_2_CTG1	42130888	42126481	CYP2D6	-1
ENSG00000176840	19	4772533	4769140	MIR7-3HG	1
ENSG00000240438	Y	18629077	18582063	OFD1P5Y	-1
ENSG00000206258	CHR_HSCHR6_MHC_MCF_CTG1	32194037	32117595	TNXB	-1
ENSG00000132481	17	75878575	75874161	TRIM47	-1
ENSG00000128694	2	189763227	189746660	OSGEPL1	-1
ENSG00000198406	3	116646727	116645902	BZW1P2	-1
ENSG00000276976	CHR_HSCHR19LRC_PGF1_CTG3_1	54643363	54638174	LILRP2	1
ENSG00000141622	18	46463140	46326809	RNF165	1
ENSG00000268580	2	144882033	144877734	LINC01966	-1
ENSG00000129451	19	51020175	51012739	KLK10	-1
ENSG00000149925	16	30070457	30064164	ALDOA	1
ENSG00000185915	X	21658330	21654690	KLHL34	-1
ENSG00000237206	X	43279658	43278125	IMPDH1P4	-1
ENSG00000103978	15	42273663	42210452	TMEM87A	-1
ENSG00000241134	7	150750094	150749736	BET1P1	1
ENSG00000261221	19	55617269	55605405	ZNF865	1
ENSG00000276488	19	55613097	55612490	AC008735.4	-1
ENSG00000139641	12	56144671	56118250	ESYT1	1
ENSG00000258317	12	56129619	56120033	AC034102.6	-1
ENSG00000283737	X	42285925	42285130	AL023875.1	1
ENSG00000231772	X	42699385	42252459	Z93403.1	1
ENSG00000275181	CHR_HSCHR8_5_CTG7	141367267	141356500	GPR20	-1
ENSG00000230086	19	40122168	40121311	VN1R96P	-1
